"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",5660,2070,3985,15375,2920,11121,5359,6529,512,661,11756,12644,10872,6153,16167,2017,384,1535,3055,2420,8473,4762,3961
