0,0,1.9593,0,-0,-2.7841
1.3075,0,0.58283,-0,-0.74778,0
0,2.7913,0,-0,-1.7369,-0
0,0,0.86893,0,-0,0
1.2269,0,1.309,-0.19298,0,-0.083853
-0,-0,-0,1.2251,0,0
